Company,Brief Description,Protein Category,Company Focus,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
MyoWorks,India-based company producing edible scaffolding for the cultivated meat industry.,Cultivated,"Meat,Ingredients and inputs",Scaffolding and structure,,,,Asia Pacific,India ,,Mumbai,https://www.myoworks.in,2020,"Nihal Singh, Shubhankar Takle",myoworkslogo.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/EHdsg0_mYBIBs9N8hn7Xvw/zAu_KSCmmrNEdl5c0uWtdKO5ArcbcZPS5d0-kipAnJdyqQClUMW4cJ79kfdSvwmnQtzmQA-2HQ3SjYmCljCBjc6L1miAVOERFI98gRatzRY/zw_6HdOKfPQ64RB7LzMRQxa73wZQAExVjQIyI7sXFvo)
Crafty Counter,"U.S.-based company that produces a variety of Indian-inspired whole-food plant-based protein products, including plant-based hard boiled eggs under the brand ""WunderEggs""",Plant-based,Eggs,End product formulation and manufacturing,"Eggs,Other",,"Cashew,Almond",U.S. and Canada,United States,Texas,Austin,https://www.craftycounter.com/pages/wundereggs,2018,Hema Reddy,CraftyCounterLogo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/isIzHEi2wH4c0Q2cOgHKZQ/gM0FPRsCy8tyoVYHvOjgwme_-M2N5Iy-QGPpwRG-T1Y6d2TfT4YN1Fd5O4u62eb2CHRdPlTiXByZZEbjJP6gLQUfoN75gpUsnCmA3hx6oMA/SRMWHehwUPeqx8EsskREk8Mzh6yhxmmiR5oC9pufFAI)
Kyomei Proteins,U.K.-based company producing proteins using plants and photosynthesis as a production system to naturally produce meat proteins,Plant-based,"Ingredients and inputs,Meat",Crop development,,,,Europe,United Kingdom,,London,https://kyomei.co.uk,2021,"Meir Wachs, Kyoko Morimoto ",kyomeiproteinslogo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/Ilj3vMFqfb_dooPFZ-dQKg/VZRuBdFx8y7bEPM3_1XHAESz6M2dXvc01SbAAQfgz06BUXCc-YZWsU_rdeDzRi01YF375xF3-iT14_IQKbEu4MIkPHDpED7Pbw2ekpT-vn4/NFf73S4HELeOP-478wrjfd-pZyEVsc5CTRUxFQT35CA)
Defined Bioscience,"San Diego-based company that produces ingredients for cell culture with a mission to make cultured cells easy to grow and produce, using animal-free and defined ingredients.",Cultivated,"Bioprocessing infrastructure and equipment,Ingredients and inputs,Meat,Seafood","Cell culture media,Cell line development",,,,U.S. and Canada,United States,California,San Diego,definedbioscience.com,2020,,Defined bioscience_Logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/TgjHCixE1kMuQNkyUjUHcg/g9X1tVyWiSKGCVQHuTVzJopODA-Oo-D1-lY1sGHfTWDOSPAlau08NJVFG_sdRgO3X7LOawEi2ycvqYAPuP8PdJBq8H9hnPeAvE0TPKSFkNmEyVnZNkEC0gElcRFR9rfr/RoJWOoYTCgHawWkvmtfGe3t9re4EVxnOS3HkJndJNB8)
Real Deal Milk,Spain-based company that produces milk and dairy products using precision fermentation ,Precision fermentation,Dairy,End product formulation and manufacturing,"Milk,Other dairy",,"Yeast,Casein,Whey",Europe,Spain,,Barcelona,https://www.realdealmilk.com,2021,Zoltan Toth-Czifra,blue-transparent-logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/3om5v_bJLN2XXX6U9Ewgvw/6LLWpNev11Oco9tgbuL4S2EwXGSjlAAXt3pxNJP8Pc8LhNBBheGkGFdaWy2zABus0Z-oHkrOLTV7RiXzIFwTLLORI_03AxpyJhwkXqVKAHlWXjq6XiFctwFvkuvKK4Fr/99mz4RLu1iuGZGI9K_jZL0gVt8GzE5Fs0iTs_GeHtgw)
Helaina,New york-based company that produces infant milk formula components using human proteins derived from precision fermentation ,Precision fermentation,Dairy,End product formulation and manufacturing,"Other dairy,Infant nutrition",,Yeast,U.S. and Canada,United States,New York,New York ,https://www.myhelaina.com,2019,Laura Katz,Helaina_Logo-04.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/qkZfNlSGjR6q5UEF3OKGlg/YG2H9O64VesPvPAZp1jcjEp19_hgkbzPNJ6zsxRcnYlPzXD3kpSkyBMPmjyB4Gdmp-TWINDPPwAX-SM1t3HJrPAIIptymkikJTx9RiPnZzg/YTNjUPtOhsCI6LxAKJLWdLOp7V8qDVBj3e_K3jkDb0w)
ReMilk,Israel-based company that develops microbial fermentation technology for creating dairy products using real milk proteins,Precision fermentation,Dairy,End product formulation and manufacturing,"Milk,Other dairy",,"Yeast,Casein",Africa/Middle East,Israel,,Tel Aviv,https://www.remilk.com,2019,"Aviv Wolff, Ori Cohavi",Logo_Remilk_1.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/-88zFja4YWsT0V9mw_R70Q/BCFNyPZ5o-KOK2EoZ8492lRKDw-kn11chEad-c0_B-SK-TxP9zi3MRR1VoboM9tQsKBbD3pK7j9d_R3SR0BmCNXm0kPNmgxV0C6W4gezVdk/-7pX_XfBWds7KYMkmIj8-Vc0OsJEc4qq6Ggo53_MTU8)
"DAIZ, Inc. ",Japan-based company that produces plant-based meat using plant germinated soybeans,Plant-based,Meat,End product formulation and manufacturing,Other meat,,Soy,Asia Pacific,Japan,,Kunamoto,https://www.daiz.inc/en/,2015,Tsuyoshi Ide,
Be & Cheery / Baicaowei ,China-based online snack company producing a line of plant-based sausage snacks made from non-GMO soybeans and twice-distilled Konjac powder,Plant-based,Meat,End product formulation and manufacturing,Other meat,"Pork,Beef/veal,Other","Soy,Konjac",Asia Pacific,Mainland China,,Hangzhou,https://www.vipbcw.com/#/  https://baicaowei.jd.com,2003,Hongliang Cai,
Charoen Pokphand Foods PLC (CPF Foods),"Thailand-based agro-industrial and food conglomerate producing affordable plant-based meats under the brand ""Meat Zer0""",Plant-based,"Meat,Ingredients and inputs,Food processing infrastructure and equipment",End product formulation and manufacturing,Other meat,,,Asia Pacific,Thailand,,Bangkok,https://www.cpfworldwide.com/en/home,1978,Dhanin Chearavanont,
ZhenMeat,China-based company producing domestic plant-based meat products,Plant-based,Meat,End product formulation and manufacturing,"Other meat,Ground meat","Beef/veal,Other",Pea,Asia Pacific,Mainland China,,Beijing,https://zhenmeat.com/en,2017,Vince Lv,
Growthwell Foods,"Singapore-based manufacturer of plant-based products, as well as sourcing, research, development, and customizing OEM for sauces, pastes, and ingredients",Plant-based,"Seafood,Meat,Ingredients and inputs",End product formulation and manufacturing,"Other meat,Ingredients","Chicken,Fish","Soy,Mushrooms,Chickpea",Asia Pacific,Singapore,,Singapore,https://growthwellfoods.com,1989,,
Hey Maet ,China-based company that produces plant-based beef and pork products,Plant-based,Meat,End product formulation and manufacturing,Other meat,"Beef/veal,Pork","Pea,Soy,Rice",Asia Pacific,Mainland China,,Shanghai,http://heymaet.com/,2020,Chichi Hong,
"Hongchang Biotechnology (Suzhou) Co., Ltd.",China-based company producing and supplying a variety of plant-based meat products and food ingredients ,Plant-based,"Meat,Seafood",End product formulation and manufacturing,"Other meat,Ingredients","Beef/veal,Pork,Chicken,Fish,Crab",Soy,Asia Pacific,Mainland China,,Suzhou,http://en.hongchangfood.cn/,2010,,
"Wuxi Jinnong Biotechnology Co., Ltd.","China-based company producing pure natural, non-GMO, and non-allergenic rice protein products and ingredients ",Plant-based,"Ingredients and inputs,Other",Ingredient optimization,Ingredients,,Rice,Asia Pacific,Mainland China,,Wuxi,http://www.jinnongbio.com/html/en/,2012,Lin Chen,
Jinzi Ham Company Ltd.," China-based company involved in processing and sales of meat products and related by-products, featuring a line of plant-based meat patties",Plant-based,Meat,End product formulation and manufacturing,Ground meat,Beef/veal,"Soy,Pea,Wheat",Asia Pacific,Mainland China,,Jinhua,http://www.jinzichina.com/,1994,Yanjun Shi,
Let's Plant Meat,Thailand-based company that produces plant-based meat products ,Plant-based,Meat,End product formulation and manufacturing,Ground meat,"Beef/veal,Pork","Soy,Rice",Asia Pacific,Thailand,,,http://www.letsplantmeat.co,2019,Khun Smith Taweelerdniti,
Joes Future Food / Nanjing Zhouzi,"A high-tech company in Nanjing China that engages in cultured meat research and industrialization, including developing serum-free culture media",Cultivated,Meat,"End product formulation and manufacturing,Cell line development",Ground meat,"Pork,Beef/veal",,Asia Pacific,Mainland China,,Nanjing,http://www.joesfuturefood.com,2019,Dr. Ding Shijie,26715724.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/zI6NH1bo9XWg1XGnkJn_PQ/dQtJaoxsMgfqZ-TER1rFw9NVkKPAwWSkfzKwNpI9ROaiP5cPIpF0vYdqlZ6eCG1kF-Cjg_zbJ11mkZsVOJ2alm0RNmheyGaPT9uPSe9ViQ0/_49FW3LZ_RwO7AV0v3nOZmaNKxkIMUe4m-mGmxOnqQQ)
"Ningbo Sulian Food Co., Ltd.","China-based brand enterprise specializes in plant-based series products R&D, manufacturing, sales, and technological innovation",Plant-based,"Meat,Ingredients and inputs,Food processing infrastructure and equipment,Contract manufacturing/processing",End product formulation and manufacturing,"Other meat,Ground meat,Ingredients",,Soy,Asia Pacific,Mainland China,,Ningbo,https://www.sulianfood.com/en/,2010,Zhang Xinliang,
"Nissin Food Products Co., Ltd.","Japan-based company that producing and selling convenience food and instant noodles, carrying out research on cultured steak meat",Cultivated,Meat,End product formulation and manufacturing,Whole muscle meat,Beef/veal,,Asia Pacific,Japan,,Tokyo,https://www.nissin.com/en_jp/,1958,Momofuku Ando,
Phuture Food,"Malaysia-based company producing plant-based meat products, including minced pork",Plant-based,Meat,End product formulation and manufacturing,Ground meat,"Pork,Beef/veal","Soy,Chickpea,Pea,Rice",Asia Pacific,Malaysia,,Kuala Lumpur,https://phuturemeat.com,2018,Jack Yap,
Starfield Food Science & Technology ,China-based company that produces and supplies plant-based meat products and plant proteins ,Plant-based,"Ingredients and inputs,Meat",End product formulation and manufacturing,"Ground meat,Other meat","Beef/veal,Chicken,Pork,Fish","Soy,Wheat",Asia Pacific,Mainland China,,Shenzhen,https://www.starfield.cn/,2019,Liu Shuman ,Starfield logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/IXZGu3GzSe8vwHBp74FoIQ/6_V7T5ton6lE8GV-UKBr6fmWf1OYYlI0ov7DNP9_N6EMCOGY6AVBbWAeXT_4YR0s6CFISR76SVppCem46df53ioaTTgHbg4mG_Mq97zD9HQ/ttTx64W86WJuIhDYKa1TbjFubQDc-0kAQ2mNFZT4F-M)
The PlantEat,"South Korea-based company researching applications of plant-based ingredients and producing a variety of plant-based products using local Korean ""yakkong"" beans ",Plant-based,"Dairy,Other",End product formulation and manufacturing,"Milk,Other dairy",,Beans,Asia Pacific,South Korea,,,http://theplanteat.com/solution/?lang=en,2017,Jaesik Yang,ThePlantEat_logo.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/nm-OJWU-GRKcWpQGS40okQ/VgcMQLrrL1MjO-_W0kCHfZ0fIdoLZPpsTrUuWfCSvBX2O2U0pMOtc8Btut_FeQ_SQYM-7oU0xPRwgndfo7h55d0ESs6X5f1LEbYZoLvcEjU/3fmGOjg7529nZD0aS1cPnbsyVDe18PS2j6EQDH1hJXI)
Biocatalysts Ltd,Global speciality enzyme development and manufacturing company.,"Plant-based,Fermentation-derived","Meat,Eggs,Dairy,Contract manufacturing/processing,Bioprocessing infrastructure and equipment","Ingredient optimization,Host strain development,Target molecule selection",Other,Other,,"U.S. and Canada,Latin America,Europe,Africa/Middle East,Asia Pacific,Australia/New Zealand",United Kingdom,,Cardiff,www.biocatalysts.com,1983,,Biocatalysts_logo_Group_RGB.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/faHWe8LQs1DSKL6yeVNJ7Q/4xdOr3x7vjAyX23p3Ltm3R31xlVnwhK4GZ0QU6XDoQopvPjtnKn5IF6vJnx20-v_JIQ7FU5QL-D679hYc_h2nNcRf978hqjf1otrmrjWBvzflNqfHHUsXC_8comBK6M8/eW5wnzWyTr9Qhvb8OZcq4roSy3iVaUBbb74iZDJoWEo)
Angel Food,New Zealand's original vegan cheese company.,Plant-based,Dairy,End product formulation and manufacturing,"Cheese,Other dairy",,"Pea,Potato",,New Zealand,,Auckland,www.angelfoodglobal.com,2006,Alice Shopland,3341_Tub_Logo copy.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/LdqBPm0EQr4B9wHthje8ag/R2nYcSSRIBgZQHAhT15KlvFHkDV6bllaiPgFpMerADrWPyAp86F7ZvbdBn5vkVAkwoxSFIwG8Y7xHX66hEccA2kZREznPir3OVHQqAtwPmM/RiAvDPP3wwBxgeh0gbBQTt_fe_UXh6SMpP3Wzw8RDxE)
Haofood,China based company that produced alternative poultry protein. Plant-based chicken from peanut is Haofood's first innovation.,Plant-based,Meat,End product formulation and manufacturing,"Whole muscle meat,Ground meat,Ingredients",Chicken,"Peanut,Soy,Wheat",Asia Pacific,Mainland China,,Shanghai,www.haofood.co,2020,"Astrid Prajogo, Shaowei Liu, Jenny Zhu and Kasih Chen",1. logo color.jpg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/hM99D9wtG1NAob652AbOrw/cw3VNpVAvbx2g27DpHvmO01AnrPEkRHe0346XeIgsu1MUq-72Vltdi4s8VcwWa2kjrDSS6LFuWtuA_fJcyeGppZNIJcG4BTdsoyPPyIoKXE/k5hTJIl_WKAG3lEgRWnGzR9ra79i-VvFKD66hbCoKGo)
Zikooin Company,"South Korea-based company producing plant-based meat called ""Unlimeat"" using ""protein compression"" technology and ingredients that would otherwise be discarded due to cosmetic imperfections",Plant-based,Meat,End product formulation and manufacturing,Ground meat,Beef/veal,"Almond,Rice,Oat,Cashew",Asia Pacific,South Korea,,Seoul,www.unlimeat.com,2017,,
"Shenzhen Whole Perfect Foods Co., Ltd. / Qishan",China-based company producing a variety of plant-based meat products. 	,Plant-based,Meat,End product formulation and manufacturing,"Ground meat,Other meat","Beef/veal,Chicken,Pork,Other","Soy,Pea,Algae,Mushrooms",Asia Pacific,Mainland China,,Shenzhen,http://www.qishanfoods.com/index.html,1993,"Yu Zhaode, Yuanyuan Xie",
YouKuai Group / Z-rou,China-based company producing plant-based minced and ground meat products ,Plant-based,Meat,End product formulation and manufacturing,"Ground meat,Other meat",,"Pea,Chickpea",Asia Pacific,Mainland China,,Shanghai,https://zroumovement.com/,2019,Franklin Yao,
The Mushroom Meat Co.,US-based company that produces mushroom-based meat products from upcycled mushrooms and plants for health conscious consumers.,Plant-based,"Meat,Seafood",End product formulation and manufacturing,"Whole muscle meat,Ground meat,Other meat,Ingredients","Beef/veal,Chicken,Pork,Crab,Tuna","Mushrooms,Blend",U.S. and Canada,United States,North Carolina,Chapel Hill,https://www.mushroommeatco.com,2020,"Kesha Stickland, Dan Gardner",BDAC147E-995A-4CE9-9340-ED1734509F3B.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/XV9ilhGaYQyU6AizUCoWSw/WEZzKuHaRmv79EverrWUiITe0NQd86BtbydG8rFstO3WVZKzIllbDTjmBSTLjyVFUPdry8o5jfX3UwD2ujbvfe09f_A8BZ7afSW3lE4nDnMDkzvojn5E_jV1R4WiZNFH/S77i0NoPSrJkXbaB8YbJHpfRmz91XavmgrDi40z643A)
"Itoham Foods, Inc. ","Japan-based company that manufactures, processes, and sells meat products, including a line of plant-based meat products",Plant-based,Meat,End product formulation and manufacturing,Ground meat,,Soy,Asia Pacific,Japan,,Hyogo,https://www.itoham.co.jp/english/,1928,,
"Biomixtech Co., Ltd. / Viomix Tech",South Korea-based manufacturer and distributor of ingredient substitutes and plant-based meat products ,Plant-based,"Ingredients and inputs,Meat",End product formulation and manufacturing,"Ingredients,Ground meat",,"Soy,Wheat",Asia Pacific,South Korea,,Seoul,http://viomix.co.kr/?ckattempt=1,2006,,
Living Jin ,"U.S.-based company that produces agar-agar powder as a substitute for gelatin and other plant-based products for cooking, such as a powder-based cheese called ""Magic Cheese""",Plant-based,"Dairy,Ingredients and inputs",End product formulation and manufacturing,"Cheese,Ingredients",,Agar agar,"Asia Pacific,U.S. and Canada",United States,California,San Jose,https://livingjin.com/,2016,Jina Kim,
Protein Meat ,China-based company that produces plant-based meat using staged temperature-controlled twin-screw extrusion technology,Plant-based,Meat,End product formulation and manufacturing,Ground meat,"Chicken,Beef/veal","Soy,Hemp",Asia Pacific,Mainland China,,Shenzhen,http://www.protein-meat.com/,2018,Cheng Wang,
HEROTEIN,China-based company that produces plant-based meat using high moisture extrusion technology,Plant-based,Meat,End product formulation and manufacturing,"Ground meat,Other meat","Chicken,Beef/veal","Soy,Wheat,Pea",Asia Pacific,Mainland China,,Shanghai,https://heroprotein.cn/en/,2020,Yichao Weng,
Green Rebel Foods,"Indonesia-based food tech start-up producing and supplying plant-based beef and chicken from plants, with an emphasis on authentic Asian flavors ",Plant-based,Meat,End product formulation and manufacturing,"Ground meat,Whole muscle meat","Beef/veal,Chicken",Soy,Asia Pacific,Indonesia,,Tangerang Selatan,https://greenrebelfoods.com,2020,,
New Singularity,Fermentation platform for mycelium-based alternative seafood,Biomass fermentation,Seafood,End product formulation and manufacturing,,Fish,Mycelium,Asia Pacific,Mainland China,,Tianjin,https://www.brinc.io/portfolio/new-singularity/,2020,Gao Li,
"Weixing Import and Export Co., Ltd.",China-based company producing plant-based meat products ,Plant-based,Meat,End product formulation and manufacturing,Ground meat,"Pork,Other",Soy,Asia Pacific,Mainland China,,Shaoxing,http://www.weixingmeat.com,2019,"Guangxing
  Yang",
Float Foods,"Singapore-based company that is producing plant-based egg products through their brand ""OnlyEg""",Plant-based,Eggs,End product formulation and manufacturing,,,Pea,Asia Pacific,Singapore,,Singapore,https://www.floatfoods.com,2020,Vinita Choolani,
Thai Union Group PCL ,"Thailand-based producer of seafood-based and other food products, including the ""OMG Meat"" line of plant-based meat products",Plant-based,"Meat,Seafood",End product formulation and manufacturing,"Ground meat,Other meat","Chicken,Fish,Shellfish",,Asia Pacific,Thailand,,Mueang Samut Sakhon,https://www.thaiunion.com/en/,1977,,
OsomeFood,"Singapore-based company that produces fermentation-derived seafood and egg products, including a hardboiled egg under the brand ""OsomeEgg""",Biomass fermentation,"Eggs,Seafood",End product formulation and manufacturing,"Other meat,Eggs",Fish,Mycoprotein,Asia Pacific,Singapore,,Singapore ,https://www.osomefood.com,2020,Jason Fong,OsomeFood_Logo_-_Web_x60.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/m0TCxQVray0M-8gGvV3Eew/fBHSZE_wnehM4YaEMcBDYNW1ejenHWacP2YgLvzxU_ArJ3cax-VnFsjZTJqoUFp_vI0FqVQ2w6CMotaGxMwdF7JltT0vYHY2u5tZ-W4GmO0Bk0P7WAqIL7Ud_Wnwzp3P/M4wAGoJ7j32AbGLUdfXJbQjXgE3WR_OUbwpsVRfhY2w)
"Century Pacific Food, Inc. ","Philippines-based company that produces canned and packaged food products, including plant-based meat products under the line ""unMEAT""",Plant-based,Meat,End product formulation and manufacturing,"Ground meat,Other meat",,Soy,Asia Pacific,Philippines,,Pasig City,https://centurypacific.com.ph/brands/unmeat-2/,1978,,
Fisch Vom Feld,German-based plant based seafood company ,Plant-based,Seafood,End product formulation and manufacturing,Other,Fish,Hemp,Europe,Germany,,	Bremerhaven,https://www.fischvomfeld.de/,2020,,logo-fisch-vom-feld.png (https://v5.airtableusercontent.com/v1/14/14/1674252000000/u2r-0YORbUbPDL7W-WTGtw/GIuaTZM1-JWnxgGj9VoXeqYWcghIccdtSrYHi09v2H_zsxo6OsEMPIsJHbNw5vB_iB0tK7YhtF9BCE-8fqutmVI8C257r47YpYwGY8ITThU/6BePkaQHLPl2lk_ocL7vcLWgHOdWoD2KvPDm3qt7h9M)
IMA seafood,Plant based seafood company producing a plant based salmon for sushi products,Plant-based,Seafood,End product formulation and manufacturing,Whole muscle meat,Fish,,Europe,United Kingdom,,,https://www.instagram.com/weareima/?hl=en,2017,,
Umiami,Plant based company producing private label whole cuts of meat. ,Plant-based,"Meat,Seafood",End product formulation and manufacturing,Whole muscle meat,"Chicken,Fish",,Europe,France,,paris,https://www.umiami.com/,2021,,
SeaSpire,Plant based seafood company based in India,Plant-based,Seafood,End product formulation and manufacturing,,Fish,,Asia Pacific,India ,,,http://seaspire.in/,2020,,
Save da Sea,Company producing plant-based smoked salmon,Plant-based,Seafood,End product formulation and manufacturing,,Fish,,,Canada,BC,,https://www.savedasea.com/,2019,,
Betterfish,Company developing 100% plant-based tuna alternatives mainly created with proteins from the sea.,Plant-based,Seafood,End product formulation and manufacturing,,"Fish,Tuna",,Europe,Germany,berlin,,https://betterfish.de/,2019,,
Mimic Seafood,Spanish seafood company making tuna from tomatoes ,Plant-based,Seafood,End product formulation and manufacturing,,Tuna,,Europe,Spain,,madrid,https://mimicseafood.com/,2019,,
Mozza,Developing the science to create real dairy cheese from plants ,Plant molecular farming,Dairy,"Crop development,End product formulation and manufacturing,Ingredient optimization",,,,U.S. and Canada,United States,California,Los Angeles,https://www.mozzafoods.com/,2018,Adam Tarshis,umog7cd8bhh8l4a7h0aw.jpeg (https://v5.airtableusercontent.com/v1/14/14/1674252000000/CheAmeGweR4AVvciI7FH2Q/UsuSwQkHsVUi9wDnTvekYqR-a33y2zfYtxEYjUbRC1fuSyjTvXXnNTeyZsirH2EY02r4F2EyatzoDryTnBtpmx5yugUzIBjWLP1I_noy8K3LXC7_Mb_0Vjhau7BZ2HCg/e7Cmgw_QNh2VGcXOHazht-EAJNuJUgtL3oEVzlFxCCk)
Meatafora,Israel-based company isolating and culturing farm animal stem cells inside plant-derived collagen microcarriers to produce cultivated meat,Cultivated,Meat,Scaffolding and structure,,,,Africa/Middle East,Israel,,,www.meatafora.com,2021,,
Profuse Technology,"Israel-based company developing technology for optimization of the cell differentiation, fusion and maturation production-stage of cultivated meat",Cultivated,Meat,Bioprocess design,,,,Africa/Middle East,Israel,,,https://profuse-tech.com/,2021,,
Hoow Foods,"Singapore-based company that produces egg products, under the brand ""Hegg,"" using an AI-ML platform for enhancing nutritional profiles of foods and ingredients, under the proprietary title ""RE-GENESYS""",Plant-based,Eggs,End product formulation and manufacturing,Eggs,,Beans,Asia Pacific,Singapore,,,http://www.hoowfoods.com,2018,,
All G Foods,"Australia-based company that produces plant-based meat products, under the brand ""BUDS,"" and dairy products, under the brand ""MilkCELL,"" using precision fermentation. ","Precision fermentation,Plant-based","Meat,Dairy",End product formulation and manufacturing,"Ground meat,Milk",Beef/veal,"Casein,Wheat,Soy",Australia/New Zealand,Australia,,Sydney,https://allgfoods.com,2020,Jan Pacas ,
IRA NOAH,"Malaysia-based company that produces plant-based and hybrid meat-plant products, primarily under the brand ""Nanka""",Plant-based,Meat,End product formulation and manufacturing,Ground meat,"Beef/veal,Chicken","Jackfruit,Mushrooms",Asia Pacific,Malaysia,,,https://nanka.in/,2015,,
